names,ProfileLinks,topics,citations,titles,delta
Angela Ammerman,https://scholar.google.com//citations?hl=en&user=Szctf5sAAAAJ,"Music Education, Recruiting Music Students, Music Students from Underserved …",12,George Mason University,#N/A
Oleksandra (Sasha) Snisarevska Donnelly,https://scholar.google.com//citations?hl=en&user=P0VBumkAAAAJ,"aviation, systems engineering, machine learning, modeling, simulation",12,"PhD Student, George Mason University",#N/A
Sherry Chhabra,https://scholar.google.com//citations?hl=en&user=f0o1fdEAAAAJ,solar physics,12,Naval  Research Lab/George Mason Univeristy,#N/A
Jordan A Sims,https://scholar.google.com//citations?hl=en&user=16zErTgAAAAJ,"Coral Reef Ecology, Microbial Ecology, Disease, Biofilms",12,"PhD Student in Environmental Science and Policy, George Mason University",#N/A
Onic Islam Shuvo,https://scholar.google.com//citations?hl=en&user=u0hZoc8AAAAJ,Radio Astronomy,12,"Graduate Research Assistant, George Mason University",#N/A
Hieu-Trung Le,https://scholar.google.com//citations?hl=en&user=B2Q-LWkAAAAJ,,12,George Mason University,#N/A
Martin Henke,https://scholar.google.com//citations?hl=en&user=h0N9waMAAAAJ,"Coastal Flooding, Wave Modeling, Coastal Hazards",12,"PhD Research Assisstant, George Mason University",#N/A
yuanjie lu,https://scholar.google.com//citations?hl=en&user=Lo_V33oAAAAJ,"Aritificial Intelligence, Machine Learning, Robotics, Motion Planning",12,George Mason University,#N/A
Keith DeGregory,https://scholar.google.com//citations?hl=en&user=5DfwjwkAAAAJ,"Optimization, Linear Programming",11,"United States Military Academy, MIT, George Mason University",#N/A
Jordan F. Higgins,https://scholar.google.com//citations?hl=en&user=Mua_JYEAAAAJ,"Human Factors, Human-Computer Interaction, User Experience Design, Cognitive Bias",11,George Mason University,#N/A
Denise Wanda Nazaire,https://scholar.google.com//citations?hl=en&user=JgXfXzgAAAAJ,"Police-Community Relations, Police, Crime Policy, Higher Education",11,George Mason University,#N/A
Benjamin J. Mackey,https://scholar.google.com//citations?hl=en&user=RiZLHhcAAAAJ,Criminology,11,George Mason University,#N/A
Raghul Saravanan,https://scholar.google.com//citations?hl=en&user=3ennSKsAAAAJ,,11,George Mason University,#N/A
Taylor N. Hartwell,https://scholar.google.com//citations?hl=en&user=9QQ3ghYAAAAJ,Criminology,11,George Mason University,#N/A
Ridwana Binte Sharif,https://scholar.google.com//citations?hl=en&user=PRha3-QAAAAJ,Remote Sensing Precipitation,11,George Mason University,#N/A
Md. Mahbub Hasan,https://scholar.google.com//citations?hl=en&user=JBBWul8AAAAJ,"IoT, Neural Networks, Embedded System, Robotics, Renewable Energy.",11,Doctoral student at George Mason University,#N/A
Khadija Tul Kobra,https://scholar.google.com//citations?hl=en&user=TuZuBbcAAAAJ,"Deep Learning, NLP, ML",11,George Mason University,#N/A
Megan G. Stutesman,https://scholar.google.com//citations?hl=en&user=J1gVLHIAAAAJ,"social cognition, dance, psychology of the arts, developmental science, embodied cognition",11,"PhD Candidate, George Mason University",#N/A
Zachary Messegee,https://scholar.google.com//citations?hl=en&user=Jj4gSpcAAAAJ,"Multiferroic materials, Polar metallic oxides, Intermetallics",11,George Mason University,#N/A
Cynthia B. Smith,https://scholar.google.com//citations?hl=en&user=nv-r59gAAAAJ,"Science Communication, Environmental Science and Policy, K12 Outreach, Watershed Ecology",11,George Mason University,#N/A
Todd S. Bixby,https://scholar.google.com//citations?hl=en&user=O-KXe2QAAAAJ,"Public Health, Global Health, Epidemiology, Medical Diagnostics, Biosurveillance",10,"MPH Epidemiology Program, George Mason University",#N/A
Mehmet Erhan Uyar,https://scholar.google.com//citations?hl=en&user=DpU9LsYAAAAJ,,10,George Mason University,#N/A
Penny Potter,https://scholar.google.com//citations?hl=en&user=S_YdQ4UAAAAJ,"coaching, coach education, adult education",10,George Mason University,#N/A
Majid alDosari,https://scholar.google.com//citations?hl=en&user=7Uh53isAAAAJ,,10,George Mason University,#N/A
Michael Lyons,https://scholar.google.com//citations?hl=en&user=3VxBMOEAAAAJ,Cryptographic hardware,10,"Cryptographic Engineering Research Group, George Mason University",#N/A
Andrew Porter,https://scholar.google.com//citations?hl=en&user=6jbjJ_IAAAAJ,"Teacher Education, Educational Psychology",10,George Mason University,#N/A
Mohamed Ahmed,https://scholar.google.com//citations?hl=en&user=_yBFJFIAAAAJ,"Environmental Science, Geoinformation Science, Climate Change, Human Geography, Health Geography",10,"Student, George Mason University",#N/A
Bikram Adhikari,https://scholar.google.com//citations?hl=en&user=Stxmr1UAAAAJ,"Human-Computer Interaction, Computer Vision",10,George Mason University,#N/A
Nathan Burtch,https://scholar.google.com//citations?hl=en&user=_vWvxpwAAAAJ,"Geography, religion, urban",9,George Mason University,#N/A
Dale K. Brearcliffe,https://scholar.google.com//citations?hl=en&user=IIBTk3kAAAAJ,Computational Social Science,9,George Mason University,#N/A
mozhgan momtaz,https://scholar.google.com//citations?hl=en&user=LxBAPVsAAAAJ,"Structural health monitoring, computer vision, artificial intelligence, NDE, 3-D point cloud processing",9,George Mason University,#N/A
Sevil Suleymani,https://scholar.google.com//citations?hl=en&user=aWdNcHUAAAAJ,"Sociology, Gender/Women's Studies",9,George Mason University,#N/A
Manisha Tripathy,https://scholar.google.com//citations?hl=en&user=4CMGo0UAAAAJ,"Tribology, Additive Manufacturing, Nickel Superalloys",9,"PhD Candidate, George Mason University",#N/A
Samirah Alkassim,https://scholar.google.com//citations?hl=en&user=oOvN0B0AAAAJ,"Film Studies, Film Production, MENA Cinema and Media Studies",9,"Assistant Professor of Film Theory, George Mason University",#N/A
Yong Li,https://scholar.google.com//citations?hl=en&user=FVOKP_0AAAAJ,"Geometry Processing, Machine Learning, Compilers, Networks",9,George Mason University,#N/A
Cherjanét D. Lenzy,https://scholar.google.com//citations?hl=en&user=Aw3WemEAAAAJ,,9,George Mason University,#N/A
James Bartlett,https://scholar.google.com//citations?hl=en&user=8yqUv1sAAAAJ,Theoretical Condensed Matter,9,George Mason University,#N/A
Nikita Lad,https://scholar.google.com//citations?hl=en&user=LDGY9L8AAAAJ,"environmental social science, sustainability, evaluation, policy, bioanalytical sciences",9,George Mason University,#N/A
ME Hammer,https://scholar.google.com//citations?hl=en&user=Sj3Rcl8AAAAJ,,9,"PhD Student, George Mason University",#N/A
SM Hasan Mansur,https://scholar.google.com//citations?hl=en&user=4jYHGG0AAAAJ,"Software Engineering, HCI, Machine Learning",9,George Mason University,#N/A
Negar Nejatishahidin,https://scholar.google.com//citations?hl=en&user=QUdDLg8AAAAJ,"Computer Vision, Robotics, 3D Understanding",9,George Mason University,#N/A
Tasfia Mashiat,https://scholar.google.com//citations?hl=en&user=TcbXor4AAAAJ,"Algorithmic Fairness, Societal Resource Allocation",9,"Ph.D. Student, George Mason University",#N/A
Hesham Altaleb,https://scholar.google.com//citations?hl=en&user=SBGvZGcAAAAJ,"Decision Guidance, Optimization, Decision Support Systems.",8,"PhD Candidate, George Mason University",#N/A
Oluwagbemiga Temitope Dasylva,https://scholar.google.com//citations?hl=en&user=HrvybpgAAAAJ,"Conflict Resolution, Peace building, Post-conflict Reconstruction",8,Ph.D candidate at George Mason University,#N/A
Sayed Aresh Beheshti-Shirazi,https://scholar.google.com//citations?hl=en&user=Bzb0qAIAAAAJ,"Process Variation, Machine Learning, Deep Learnin, Reinforcement Learning, Applied Machine Learning",8,"PhD Candidate, George Mason University",#N/A
Hugo Dante,https://scholar.google.com//citations?hl=en&user=7zrTc_QAAAAJ,"Economics, Banking, Finance",8,George Mason University,#N/A
Zhenbang Wang,https://scholar.google.com//citations?hl=en&user=dzgYLUwAAAAJ,"high dimensional statistics, optimization, record linkage",8,George Mason University,#N/A
Davis Kuykendall,https://scholar.google.com//citations?hl=en&user=MrdTecQAAAAJ,"Philosophy, Metaphysics, Early Modern Philosophy, Leibniz, Causation",8,"Assistant Professor, George Mason University",#N/A
Anne Safiya Clay,https://scholar.google.com//citations?hl=en&user=cTspDU4AAAAJ,"conservation biology, animal ethics, environmental ethics, bioethics, animal cognition",8,"PhD Candidate, George Mason University",#N/A
siqi wei,https://scholar.google.com//citations?hl=en&user=Oet9NoYAAAAJ,"Statistics, Data Visualizaiton",8,George Mason University,#N/A
Jenelle Conaway,https://scholar.google.com//citations?hl=en&user=I5NjqGEAAAAJ,"audit, financial reporting, international accounting",8,George Mason University,#N/A
Mallory Kisner,https://scholar.google.com//citations?hl=en&user=0uf1CJgAAAAJ,"developmental psychology, emotions, substance use disorders",8,George Mason University,#N/A
Heejoo Cheon,https://scholar.google.com//citations?hl=en&user=amKqZDMAAAAJ,"Quantitative Analysis, Societal Research",8,George Mason University,#N/A
James Kukucka,https://scholar.google.com//citations?hl=en&user=-hahUDQAAAAJ,,8,"PhD Student, George Mason University",#N/A
Al Jaber Mahmud,https://scholar.google.com//citations?hl=en&user=-7MoXFEAAAAJ,"Control Systems, Robotics, Optimization",8,George Mason University,#N/A
Thomas Polk,https://scholar.google.com//citations?hl=en&user=luo6qGgAAAAJ,"Writing development, Writing Across the Curriculum, Mentoring, Assessment, Undergraduate research",8,"Director, Writing Across the Curriculum, George Mason University",#N/A
Mariia Petryk,https://scholar.google.com//citations?hl=en&user=JP24gn8AAAAJ,"digital and mobile platforms, emerging technology, blockchain, tokenomics",8,"Assistant Professor, George Mason University",#N/A
Ashley Blinstrub,https://scholar.google.com//citations?hl=en&user=ZRWBUtIAAAAJ,Libraries,7,"Librarian, George Mason University",#N/A
AI Fadahunsi,https://scholar.google.com//citations?hl=en&user=qcO9HIwAAAAJ,"Financial Mathematics, Insurance risk, Data science.",7,"Assistant Professor of Statistics, George Mason University",#N/A
Laura Mahan,https://scholar.google.com//citations?hl=en&user=D8_mKR0AAAAJ,"Gender, Disability, Conflict Resolution, Genocide Prevention, Action Research",7,George Mason University - School for Conflict Analysis and Resolution,#N/A
Umed Partov,https://scholar.google.com//citations?hl=en&user=h1WaZ-sAAAAJ,"Global security & development, State-building, Global education development, P/CVE, Peacebuilding",7,"PhD, Carter School for Peace & Conflict Resolution, George Mason University",#N/A
Steven Zhou,https://scholar.google.com//citations?hl=en&user=2n2CiH4AAAAJ,"Leadership, Personality, Psychometrics, Education, Scientist-Practitioner Gap",7,"PhD Candidate, George Mason University",#N/A
Pattiya Mahapasuthanon,https://scholar.google.com//citations?hl=en&user=guTujDwAAAAJ,"Human-Computer Interaction, Cross-Cultural Computing, Participatory Design, Library Science",7,George Mason University,#N/A
Hans Petry,https://scholar.google.com//citations?hl=en&user=-szjmo8AAAAJ,Operations Research,7,"SEOR Student, George Mason University",#N/A
Hossein Salemi,https://scholar.google.com//citations?hl=en&user=Hh0KaAQAAAAJ,"NLP, Crisis Informatics",7,"PhD Student, Information Technology, George Mason University",#N/A
Samson Omole,https://scholar.google.com//citations?hl=en&user=aOicb1UAAAAJ,,7,George Mason University,#N/A
Amarachukwu Faith Orji,https://scholar.google.com//citations?hl=en&user=ZDHNKwMAAAAJ,"Health disparities, Cervical cancer, Epidemiology, Cancer health equity, Social inequality",7,George Mason University,#N/A
Ibifubara Iganibo,https://scholar.google.com//citations?hl=en&user=KavpI_cAAAAJ,cyber security   attack surface reduction …,7,"Ph.D. Student, George Mason University",#N/A
Gabriela Bulancea,https://scholar.google.com//citations?hl=en&user=K74V_ngAAAAJ,"Functional Analysis, Complex Analysis, Banach Algebras, Uniform Algebras",7,"Term Associate Professor of Mathematics, George Mason University",#N/A
Anjishnu Mukherjee,https://scholar.google.com//citations?hl=en&user=3849YpIAAAAJ,"NLP, Explainability, Fairness, Healthcare",7,"PhD student, George Mason University",#N/A
Aayushi Hingle,https://scholar.google.com//citations?hl=en&user=c-qwraUAAAAJ,Communication Studies,7,George Mason University,#N/A
"Tammie M. Jones, PhD",https://scholar.google.com//citations?hl=en&user=1MXUswcAAAAJ,"health services, health workforce, access to care, rural health",7,George Mason University,#N/A
Yizhi Zhou,https://scholar.google.com//citations?hl=en&user=WhA65J4AAAAJ,"Multi-agent system, Control, Robotics",7,George mason university,#N/A
Ahmed Bashatah,https://scholar.google.com//citations?hl=en&user=E6GWsYUAAAAJ,"Wearable Ultrasound, Prosthetics, Sensors",7,"Research Engineer, George Mason University",21
Mary Zamon,https://scholar.google.com//citations?hl=en&user=vZgAZ6oAAAAJ,"Administration, Assessement, Institutional Effectiveness, Faculty Developement",6,"Higher education , George Mason Univerity",#N/A
Eric J. Hammer,https://scholar.google.com//citations?hl=en&user=nAeNJK8AAAAJ,,6,George Mason University,#N/A
Alireza Akhavian,https://scholar.google.com//citations?hl=en&user=5-r3nTEAAAAJ,Neural Engineering,6,George Mason University,#N/A
Soroor Aram,https://scholar.google.com//citations?hl=en&user=d3BN55wAAAAJ,Electrical and Computer Engineering,6,George mason university,#N/A
Liza Ngenye,https://scholar.google.com//citations?hl=en&user=pewrIEkAAAAJ,health communication,6,George Mason University,#N/A
Malik Altaf Hussain,https://scholar.google.com//citations?hl=en&user=HeXslZEAAAAJ,"Economic History, Growth and Development, Culture and Economics",6,"Department of Economics, George Mason University",#N/A
Obed Ligate,https://scholar.google.com//citations?hl=en&user=xspeIMIAAAAJ,Economic development and management,6,George Mason University,#N/A
Wendy Mann,https://scholar.google.com//citations?hl=en&user=okUWs7kAAAAJ,"Library and Information Science, Data Science",6,George Mason University,#N/A
sandra Tombe,https://scholar.google.com//citations?hl=en&user=8UBpI-IAAAAJ,"Network theory and methods, transnational mobilization, gender and political participation",6,"Doctoral Candidate, George Mason University",#N/A
Md. Mushfiqur Rahman,https://scholar.google.com//citations?hl=en&user=-g03AyEAAAAJ,"Computer Vision, Deep Learning, Machine Learning, Artificial Intelligence",6,"PhD student, George Mason University",#N/A
Lakia Faison,https://scholar.google.com//citations?hl=en&user=GeOhJqgAAAAJ,Psychology,6,George Mason University,#N/A
Alexis Berger,https://scholar.google.com//citations?hl=en&user=wz5wNEcAAAAJ,Microbial Ecology,6,"PhD Student, Environmental Science and Policy, George Mason University",#N/A
Adam Kaiser,https://scholar.google.com//citations?hl=en&user=Q0WVWmMAAAAJ,"Institutional Economics, Economic History, Philosophy of Economics",6,George Mason University,#N/A
Venkat Sai Charan Bandi,https://scholar.google.com//citations?hl=en&user=6qzhtkAAAAAJ,computer science,6,"Graduate Computer Science Student, George Mason University",#N/A
John A. Aitken,https://scholar.google.com//citations?hl=en&user=og6IIgsAAAAJ,"within-person research, emotions, self-regulation",6,"Graduate Research Assitant, George Mason University",#N/A
